myAUC,avg_diff,power,cluster,gene
0.897,1.62287619468,0.794,0,Gad2
0.861,1.15101039059,0.722,0,A030009H04Rik
0.857,1.02546600129,0.714,0,Nap1l5
0.845,1.05609490882,0.69,0,Zwint
0.839,0.980689139627,0.678,0,Zcchc18
0.838,0.910082521481,0.676,0,Ttc3
0.835,0.976621427317,0.67,0,Snhg11
0.835,0.959488427311,0.67,0,Meg3
0.832,0.983589998505,0.664,0,Celf4
0.831,1.23328557382,0.662,0,Gad1
0.83,0.986634687985,0.66,0,Snap25
0.83,0.937058582054,0.66,0,Atp1b1
0.828,1.14167365242,0.656,0,Syt1
0.828,0.962676578209,0.656,0,Impact
0.825,1.18321997054,0.65,0,Slc32a1
0.825,0.97367978359,0.65,0,Nsf
0.825,0.964730966699,0.65,0,Vsnl1
0.823,0.969593050619,0.646,0,Atp6v1g2
0.821,0.937423711143,0.642,0,Ahi1
0.82,0.902410038999,0.64,0,Mdh1
0.817,0.946528806607,0.634,0,Syn2
0.816,0.899201890061,0.632,0,Gap43
0.816,0.894171495382,0.632,0,Peg3
0.815,0.910570767686,0.63,0,Ndrg4
0.813,0.935063805222,0.626,0,Got1
0.811,0.833033931551,0.622,0,Fkbp3
0.81,0.85062848306,0.62,0,Bex2
0.809,0.832525195669,0.618,0,Stmn2
0.808,0.84592444841,0.616,0,Stmn3
0.808,0.75626485234,0.616,0,Calm2
0.806,0.815144091078,0.612,0,Map7d2
0.806,0.793043597177,0.612,0,Tmem130
0.804,0.844010992686,0.608,0,Pnmal2
0.803,0.838224485576,0.606,0,Bex1
0.803,0.825348041011,0.606,0,Gng3
0.803,0.815010985431,0.606,0,2900011O08Rik
0.801,0.884957998959,0.602,0,Zcchc12
0.798,0.789678008836,0.596,0,Atpif1
0.797,0.886690342525,0.594,0,Nrsn1
0.796,0.789439073641,0.592,0,Ngfrap1
0.796,0.743750227557,0.592,0,6330403K07Rik
0.795,0.843859098381,0.59,0,Gprasp2
0.794,0.785168056205,0.588,0,Eno2
0.794,0.756121440498,0.588,0,Nsg2
0.793,0.784427233185,0.586,0,Tubb2a
0.792,0.863404560552,0.584,0,Nrxn3
0.792,0.729049766612,0.584,0,Gnas
0.791,0.750623489285,0.582,0,Mllt11
0.789,0.920094150852,0.578,0,Fxyd6
0.788,0.888403157164,0.576,0,Rab3c
0.788,0.772308983586,0.576,0,Gprasp1
0.787,0.866474280927,0.574,0,Sncb
0.787,0.764466469175,0.574,0,Tspyl4
0.787,0.73287043164,0.574,0,Atp5g3
0.786,0.786642943447,0.572,0,Nefl
0.786,0.762355554357,0.572,0,Rtn1
0.786,0.748666738924,0.572,0,Tagln3
0.785,0.750094022819,0.57,0,Uchl1
0.784,0.755510790464,0.568,0,Snap47
0.784,0.560703814243,0.568,0,Calm1
0.782,0.788189360945,0.564,0,Chga
0.782,0.710199405615,0.564,0,Thy1
0.781,0.76887947301,0.562,0,Napb
0.781,0.754332157654,0.562,0,Kif5c
0.781,0.743065804571,0.562,0,Snrpn
0.781,0.628928568809,0.562,0,Chgb
0.78,0.80482236269,0.56,0,Prkar1b
0.778,0.730770743179,0.556,0,Atp6v1b2
0.778,0.649415330819,0.556,0,Resp18
0.777,0.890157085679,0.554,0,Elavl4
0.777,0.702154773819,0.554,0,Pja2
0.777,0.685395102935,0.554,0,Map1b
0.776,0.745915893385,0.552,0,Flywch1
0.776,0.727510617522,0.552,0,Nrsn2
0.776,0.682903429546,0.552,0,Tmx4
0.775,0.780634229937,0.55,0,Rab3a
0.775,0.587512333234,0.55,0,Slc25a4
0.774,0.67924845447,0.548,0,Tmem59l
0.774,0.645736930685,0.548,0,Nsg1
0.773,0.776381285554,0.546,0,Cend1
0.773,0.668716753256,0.546,0,Ywhab
0.772,0.676859775796,0.544,0,Atp6v1d
0.771,0.711339224144,0.542,0,Camta1
0.77,0.671528858048,0.54,0,Prdx5
0.769,0.666207788464,0.538,0,G3bp2
0.768,0.767461226662,0.536,0,Rit2
0.768,0.663214065421,0.536,0,Cox7b
0.767,0.671004893017,0.534,0,Caly
0.767,0.664829536458,0.534,0,2210016L21Rik
0.767,0.652798992331,0.534,0,Gabarapl1
0.766,0.793101258948,0.532,0,Nap1l2
0.766,0.598421509376,0.532,0,Gpm6a
0.765,0.737722183683,0.53,0,Stxbp1
0.765,0.666276697801,0.53,0,Atp6v1a
0.764,0.713438788316,0.528,0,Basp1
0.764,0.648920469115,0.528,0,Nme1
0.764,0.626236436338,0.528,0,Maged1
0.764,0.60380932645,0.528,0,Myl12b
0.764,0.375539974841,0.528,0,Scg2
0.763,0.741505715916,0.526,0,Bend6
0.763,0.729729781909,0.526,0,A730017C20Rik
0.763,0.657652023356,0.526,0,Ywhag
0.762,0.878103712994,0.524,0,Chchd10
0.762,0.64487699798,0.524,0,Kifap3
0.761,0.622446781651,0.522,0,Ddx24
0.761,0.601665889063,0.522,0,Rrp1
0.76,0.671422847183,0.52,0,Pja1
0.759,0.755959440822,0.518,0,Ina
0.759,0.635221668922,0.518,0,Tpi1
0.759,0.626533886251,0.518,0,Mdh2
0.759,0.595275970769,0.518,0,Scg5
0.758,0.802554913974,0.516,0,Cygb
0.757,0.642492810842,0.514,0,Atp6v1c1
0.755,0.733158146142,0.51,0,Myt1l
0.755,0.640889276318,0.51,0,Hprt
0.755,0.614568140812,0.51,0,Aldoa
0.755,0.593303397363,0.51,0,Dynll2
0.754,0.621305180499,0.508,0,Pfn2
0.754,0.57696701281,0.508,0,Ndufa4
0.753,0.599435179485,0.506,0,Atxn10
0.753,0.572454385543,0.506,0,Ldhb
0.753,0.564564522733,0.506,0,Pgrmc1
0.752,0.670209911865,0.504,0,Tubb3
0.752,0.654254675542,0.504,0,Atp1a3
0.752,0.595983285884,0.504,0,Araf
0.751,0.599047081798,0.502,0,Nars
0.751,0.581573543494,0.502,0,Ndufv2
0.75,0.704724787272,0.5,0,Kcnc1
0.75,0.62436312698,0.5,0,Tuba1b
0.75,0.622493808339,0.5,0,Dtd1
0.75,0.562161979389,0.5,0,Tspan7
0.749,0.699363663037,0.498,0,Ckmt1
0.749,0.650044529232,0.498,0,Ywhah
0.749,0.642350244084,0.498,0,Gnl3l
0.749,0.621845577208,0.498,0,Wbp5
0.749,0.61554704508,0.498,0,Napg
0.749,0.577593406885,0.498,0,Gabra1
0.748,0.585868541786,0.496,0,Atp5j
0.748,0.578040773507,0.496,0,Atp6v1e1
0.747,0.66536608005,0.494,0,Nap1l3
0.747,0.623015962789,0.494,0,Syt4
0.747,0.564097437161,0.494,0,Atp5a1
0.746,0.560470933176,0.492,0,Mycbp2
0.746,0.55951708044,0.492,0,Tcf25
0.746,0.548390962628,0.492,0,Gaa
0.746,0.543350933563,0.492,0,Atp5o
0.745,0.606668696242,0.49,0,Vdac1
0.744,0.699077772196,0.488,0,Rgs17
0.744,0.526125238644,0.488,0,Ndufa5
0.743,0.827223787017,0.486,0,Ndn
0.743,0.706883062941,0.486,0,Cox5a
0.742,0.551205390843,0.484,0,Pkm
0.741,0.673962104213,0.482,0,Syngr3
0.741,0.553301422779,0.482,0,Ndufa12
0.741,0.549246477569,0.482,0,Cox6b1
0.741,0.546485954367,0.482,0,Zranb2
0.74,0.631920626214,0.48,0,St8sia3
0.74,0.50358792928,0.48,0,Ndufa8
0.74,0.497389636192,0.48,0,Cbx5
0.739,0.670047758353,0.478,0,Sult4a1
0.739,0.54859788725,0.478,0,Srpk2
0.739,0.509976309131,0.478,0,Ndufa11
0.738,0.680383033332,0.476,0,Camk2b
0.738,0.539269936141,0.476,0,Dynlrb1
0.737,0.630047837519,0.474,0,Arhgef9
0.737,0.606930043758,0.474,0,Snx10
0.737,0.604742224982,0.474,0,Myo5a
0.737,0.552914671214,0.474,0,Matr3
0.737,0.53064526644,0.474,0,Ndufb8
0.737,0.528147499124,0.474,0,Dnm1l
0.737,0.51382003521,0.474,0,Cd200
0.737,0.511526373423,0.474,0,Ndufb5
0.737,0.404973660246,0.474,0,Gria2
0.736,0.644565649406,0.472,0,Tceal5
0.736,0.628773832379,0.472,0,Gdap1
0.735,0.749435864706,0.47,0,Dync1i1
0.734,0.683230545353,0.468,0,Hap1
0.734,0.554615705309,0.468,0,Idh3b
0.734,0.537959833198,0.468,0,Tubb5
0.734,0.506682130454,0.468,0,Pcmt1
0.734,0.504945100397,0.468,0,Sdhb
0.733,0.63737464093,0.466,0,Tro
0.733,0.624755850398,0.466,0,Pak3
0.733,0.493377054114,0.466,0,Timm8b
0.732,0.721609591996,0.464,0,Ctxn2
0.732,0.565551810356,0.464,0,Atp5b
0.732,0.551597849113,0.464,0,Rab6a
0.732,0.485513453365,0.464,0,Ndufb10
0.731,0.481105386746,0.462,0,Ndufb6
0.73,0.654104178986,0.46,0,Pnck
0.73,0.506750989358,0.46,0,Ndufa6
0.73,0.467285582816,0.46,0,Sod1
0.729,0.526327905813,0.458,0,Dnm3
0.729,0.503878910038,0.458,0,Ndufa10
0.729,0.488434525071,0.458,0,Uqcrh
0.728,0.660979108808,0.456,0,Dnm1
0.728,0.645178978902,0.456,0,Rasgrf1
0.728,0.472613192598,0.456,0,Sub1
0.727,0.731145562414,0.454,0,Cplx2
0.727,0.565487825245,0.454,0,Kif5a
0.727,0.564714641428,0.454,0,Gng2
0.727,0.547163075259,0.454,0,Rab6b
0.727,0.464805512222,0.454,0,Ndufc1
0.725,0.62198769329,0.45,0,Mapk10
0.725,0.573306656095,0.45,0,Frrs1l
0.725,0.556590701726,0.45,0,Nicn1
0.725,0.517318732325,0.45,0,Klc1
0.725,0.500185525498,0.45,0,Fam115a
0.725,0.483771665291,0.45,0,Uqcrq
0.724,0.702362436199,0.448,0,Tmem91
0.723,0.591023908537,0.446,0,2210013O21Rik
0.723,0.478976037978,0.446,0,2700089E24Rik
0.723,0.477792330497,0.446,0,Atp5f1
0.722,0.536728826216,0.444,0,Psip1
0.722,0.530200275582,0.444,0,Gabrg2
0.722,0.520201267567,0.444,0,Slc25a3
0.722,0.428168071737,0.444,0,Nptn
0.721,0.538326546275,0.442,0,Tuba4a
0.721,0.460562258294,0.442,0,Atp5k
0.721,0.447432278185,0.442,0,Cox7a2
0.72,0.585826989502,0.44,0,Stau2
0.72,0.560453778908,0.44,0,Idh3a
0.72,0.470743110433,0.44,0,Zcchc17
0.72,0.469862960977,0.44,0,Eif4a2
0.719,0.659415376265,0.438,0,Hs6st2
0.719,0.574983919097,0.438,0,1500011B03Rik
0.719,0.570435369348,0.438,0,Usp14
0.718,0.497472988153,0.436,0,Pld3
0.718,0.488276220513,0.436,0,Thoc7
0.717,0.827104600226,0.434,0,Cplx1
0.717,0.726198933253,0.434,0,Ralyl
0.716,0.534756772687,0.432,0,Ola1
0.716,0.5245180666,0.432,0,Sucla2
0.716,0.452295442191,0.432,0,Cfdp1
0.716,0.410108364389,0.432,0,Prdx2
0.715,0.606166283214,0.43,0,Ppp3r1
0.715,0.469316647579,0.43,0,Hspa4l
0.715,0.453615245565,0.43,0,Cacybp
0.715,0.443654952332,0.43,0,Sv2a
0.714,0.597343646043,0.428,0,Necap1
0.714,0.464976018207,0.428,0,Nop10
0.714,0.461000323834,0.428,0,Psmd12
0.714,0.411982094823,0.428,0,Psmc5
0.713,0.476367566922,0.426,0,Ate1
0.713,0.448736189372,0.426,0,Cox8a
0.713,0.432494368249,0.426,0,Suclg1
0.713,0.415281996507,0.426,0,Ndufc2
0.713,0.392118438135,0.426,0,Fkbp2
0.712,0.644283376648,0.424,0,Serp2
0.712,0.629205715566,0.424,0,Dcaf12l1
0.712,0.45661843309,0.424,0,Cox5b
0.712,0.45258751776,0.424,0,Rufy3
0.712,0.438170650741,0.424,0,Atp5c1
0.712,0.412765400765,0.424,0,Zfr
0.711,0.592014513652,0.422,0,Map9
0.711,0.591095235531,0.422,0,Pcsk1n
0.711,0.585271682891,0.422,0,Usp11
0.711,0.522907778149,0.422,0,Tmsb10
0.711,0.492130971413,0.422,0,Scn2a1
0.711,0.479234440479,0.422,0,Pfdn1
0.711,0.434979237305,0.422,0,Hint1
0.711,0.432486628596,0.422,0,Atp5j2
0.711,0.422286875417,0.422,0,Uqcrc2
0.711,0.397299432581,0.422,0,Uqcc2
0.71,0.516949856068,0.42,0,Blcap
0.71,0.507628945401,0.42,0,Ly6h
0.71,0.452863817576,0.42,0,Acot13
0.71,0.4018353502,0.42,0,Ghitm
0.71,0.388194401285,0.42,0,Ssb
0.709,0.59328837889,0.418,0,Nipsnap1
0.709,0.547025259146,0.418,0,Ncdn
0.709,0.537004824563,0.418,0,Ncoa7
0.709,0.512198316158,0.418,0,Scoc
0.709,0.439861127414,0.418,0,Sars
0.709,0.439431006697,0.418,0,Cct8
0.708,0.515114252655,0.416,0,Syp
0.708,0.489992262479,0.416,0,Tceal3
0.708,0.486865918782,0.416,0,Pfdn2
0.708,0.413709404271,0.416,0,Ndufs2
0.708,0.41137617392,0.416,0,Gsk3b
0.708,0.408977952287,0.416,0,Skp1a
0.707,0.630902267944,0.414,0,Bbs4
0.707,0.517762365035,0.414,0,Plcb4
0.707,0.471661871063,0.414,0,Dner
0.707,0.456667456362,0.414,0,Dnaja2
0.707,0.435274442257,0.414,0,Ndufb3
0.707,0.424616162058,0.414,0,Tecr
0.707,0.420181219325,0.414,0,Dnaja1
0.707,0.41091013982,0.414,0,Kif3a
0.707,0.385383998169,0.414,0,Rab1
0.706,0.45332142439,0.412,0,Ubb
0.706,0.400573678619,0.412,0,Nedd8
0.706,0.396172225183,0.412,0,Ube2k
0.705,0.658661670517,0.41,0,Hpca
0.705,0.599194469184,0.41,0,Gabra3
0.705,0.557048550051,0.41,0,Gm1673
0.705,0.462743606759,0.41,0,Fubp1
0.705,0.435049251342,0.41,0,Mphosph8
0.705,0.404381950459,0.41,0,Acot7
0.705,0.396973903149,0.41,0,Stip1
0.704,0.559667852043,0.408,0,Pcp4
0.704,0.445968664224,0.408,0,Ncald
0.704,0.384159008923,0.408,0,Atp6ap2
0.703,0.595120117956,0.406,0,Sgtb
0.703,0.581854939322,0.406,0,Sept3
0.703,0.500169146946,0.406,0,Ensa
0.703,0.488703175222,0.406,0,Syngr1
0.703,0.469329238087,0.406,0,Dpp6
0.703,0.447143809518,0.406,0,Tbca
0.703,0.400417793057,0.406,0,Uqcr10
0.703,0.399501610729,0.406,0,Calm3
0.703,0.393759091154,0.406,0,Atp2b1
0.703,0.389828322275,0.406,0,Dctn3
0.702,0.472168142217,0.404,0,Synj1
0.702,0.404623054703,0.404,0,Gnao1
0.702,0.398931765665,0.404,0,Smarca2
0.702,0.378522383514,0.404,0,Atp5h
0.702,0.371430825113,0.404,0,Ndufb9
0.701,0.596650687119,0.402,0,Ppa1
0.701,0.471182024176,0.402,0,Nkiras1
0.701,0.376931577715,0.402,0,Ociad1
0.701,0.364374678874,0.402,0,Ccdc104
0.701,0.364205337249,0.402,0,Atp6v0e2
0.864,1.29103609905,0.728,1,Ptgds
0.863,1.17205252834,0.726,1,Cryab
0.862,1.18684242167,0.724,1,Mal
0.862,1.17835031542,0.724,1,Qdpr
0.856,1.15679696668,0.712,1,Cldn11
0.856,1.11154149873,0.712,1,Sept4
0.852,1.11639721997,0.704,1,Cnp
0.851,1.19070666556,0.702,1,Tspan2
0.844,1.08912825157,0.688,1,Mobp
0.842,1.19233753696,0.684,1,Il33
0.841,1.09162529695,0.682,1,Mog
0.841,1.0756447388,0.682,1,Car2
0.841,1.02893904838,0.682,1,Enpp2
0.84,1.05886071199,0.68,1,Gatm
0.838,0.997780918539,0.676,1,Aplp1
0.834,1.03655087135,0.668,1,Ermn
0.833,0.965594278275,0.666,1,Fth1
0.831,1.03880230065,0.662,1,Mag
0.829,1.03022220211,0.658,1,Mbp
0.828,1.13493442854,0.656,1,Tmem88b
0.828,1.07614877433,0.656,1,Bin1
0.822,1.12515007434,0.644,1,Opalin
0.822,1.0732153177,0.644,1,Plp1
0.822,0.955203073953,0.644,1,Trf
0.819,1.06101693123,0.638,1,Desi1
0.816,1.07829299991,0.632,1,Pex5l
0.816,0.882013266027,0.632,1,Stmn4
0.814,0.75616164239,0.628,1,Apod
0.812,0.826471359842,0.624,1,Scd2
0.81,0.684755383062,0.62,1,App
0.807,0.92134991146,0.614,1,Qk
0.803,0.913687088803,0.606,1,Gm21984
0.803,0.844110520425,0.606,1,Gpm6b
0.799,0.974652668382,0.598,1,Ugt8a
0.798,0.977893115259,0.596,1,Evi2a
0.798,0.918527897302,0.596,1,Ndrg1
0.798,0.888750111027,0.596,1,Tsc22d4
0.796,0.916739306735,0.592,1,Slc48a1
0.793,1.03553568455,0.586,1,Ccp110
0.793,0.887506055818,0.586,1,Rnf13
0.791,1.08182383605,0.582,1,Grb14
0.788,1.00320608053,0.576,1,Gpr37
0.781,0.754085242891,0.562,1,Fez1
0.78,0.927453352025,0.56,1,Pllp
0.778,0.848265725626,0.556,1,Olig1
0.777,0.773100952669,0.554,1,Glul
0.772,0.978898606913,0.544,1,Neat1
0.772,0.818720696452,0.544,1,Cmtm5
0.772,0.789364422512,0.544,1,Taldo1
0.77,0.917887205662,0.54,1,Secisbp2l
0.77,0.811594257131,0.54,1,Ttll7
0.769,0.9490196192,0.538,1,Aspa
0.769,0.924294517591,0.538,1,Slc12a2
0.768,0.613134066953,0.536,1,Sept7
0.767,0.765692959458,0.534,1,Lamp1
0.765,0.857158983323,0.53,1,Pla2g16
0.764,0.697188732688,0.528,1,Ywhaq
0.764,0.6664529379,0.528,1,Kif1b
0.756,0.944806235455,0.512,1,Erbb2ip
0.754,0.712939960019,0.508,1,Sec11c
0.753,0.87864282152,0.506,1,Sox2ot
0.753,0.658081086666,0.506,1,Rtn4
0.752,0.87625714098,0.504,1,Tubb4a
0.752,0.841576716904,0.504,1,Atp1b3
0.752,0.790356762979,0.504,1,Plekhb1
0.75,0.830085452942,0.5,1,Ptprd
0.749,0.858439583779,0.498,1,Litaf
0.749,0.761172124979,0.498,1,Cd9
0.747,0.793275217603,0.494,1,Fnbp1
0.746,0.943989114553,0.492,1,Fa2h
0.746,0.816293406503,0.492,1,Cers2
0.744,0.918663259834,0.488,1,Lpar1
0.743,0.807687768258,0.486,1,Psat1
0.739,0.851671555738,0.478,1,Gjc3
0.739,0.765697692695,0.478,1,Rnf7
0.739,0.532834848086,0.478,1,Dbi
0.737,0.883465545871,0.474,1,Slc44a1
0.735,0.693234321368,0.47,1,Gng11
0.734,0.780827529769,0.468,1,Myo6
0.734,0.716839280006,0.468,1,Sirt2
0.733,0.658472590422,0.466,1,Mbnl2
0.732,0.520960157555,0.464,1,Syt11
0.727,0.739533836697,0.454,1,Tppp
0.726,0.856902964377,0.452,1,Csrp1
0.724,0.779099079248,0.448,1,Edil3
0.723,0.850000955766,0.446,1,Lgi3
0.723,0.816137263874,0.446,1,Cntn2
0.723,0.56779700971,0.446,1,Mapt
0.721,0.816719930462,0.442,1,Map7
0.72,0.680908044965,0.44,1,Osbpl1a
0.72,0.660743792231,0.44,1,Degs1
0.718,0.773326957215,0.436,1,Pip4k2a
0.716,0.787717213063,0.432,1,Josd2
0.714,0.640354026535,0.428,1,Epb4.1l3
0.714,0.467214172934,0.428,1,Cd81
0.713,0.673718289689,0.426,1,Vmp1
0.712,0.779798193407,0.424,1,Zeb2
0.709,0.85382665076,0.418,1,Tnfaip6
0.707,0.759111177837,0.414,1,Mapk8ip1
0.707,0.656568982644,0.414,1,Hepacam
0.707,0.564348253523,0.414,1,Kcnj10
0.706,0.852287634522,0.412,1,Clmn
0.706,0.806347662181,0.412,1,Kcna1
0.706,0.765774211287,0.412,1,Clic4
0.702,0.767618664117,0.404,1,Rhog
0.702,0.739598598491,0.404,1,Chn2
0.702,0.71867518233,0.404,1,Anln
0.702,0.654506726067,0.404,1,Agpat4
0.701,0.717445563788,0.402,1,Tmeff2
0.901,1.61767057984,0.802,2,Slc17a6
0.829,0.90838762869,0.658,2,Nap1l5
0.827,0.967153174677,0.654,2,Snap25
0.827,0.959585306353,0.654,2,Snhg11
0.826,0.933756260581,0.652,2,Meg3
0.824,0.793936418661,0.648,2,Calm2
0.822,0.946409210726,0.644,2,Zwint
0.814,0.908753566567,0.628,2,Ahi1
0.814,0.863546235194,0.628,2,Gng3
0.813,0.820894499321,0.626,2,Ttc3
0.812,1.20940656956,0.624,2,Cacna2d1
0.812,0.875348836037,0.624,2,A030009H04Rik
0.812,0.851972867041,0.624,2,Eno2
0.811,0.833338500562,0.622,2,Map1b
0.81,0.854188342128,0.62,2,Resp18
0.809,0.870356334403,0.618,2,Impact
0.809,0.851219814721,0.618,2,Atp6v1g2
0.809,0.814506407903,0.618,2,Fkbp3
0.808,0.912003796848,0.616,2,Vsnl1
0.808,0.844107339704,0.616,2,Nsf
0.807,1.02365635944,0.614,2,Gabra1
0.807,0.836005625985,0.614,2,Atp1b1
0.806,0.893128028253,0.612,2,Nefl
0.806,0.778608248083,0.612,2,Tmem130
0.805,0.832630049197,0.61,2,Stmn3
0.804,1.15476565423,0.608,2,Pcp4
0.802,0.866276324005,0.604,2,Gap43
0.802,0.814140649852,0.604,2,Bex2
0.801,0.813483084209,0.602,2,Peg3
0.801,0.7948535783,0.602,2,Celf4
0.801,0.787739961353,0.602,2,Stmn2
0.8,0.837857992792,0.6,2,Bex1
0.8,0.805102408176,0.6,2,Pnmal2
0.8,0.803852728747,0.6,2,Nsg2
0.799,1.32679799226,0.598,2,Nrn1
0.799,0.839535621793,0.598,2,Ndrg4
0.798,0.798717518067,0.596,2,Gprasp1
0.798,0.783950263124,0.596,2,6330403K07Rik
0.796,0.805081109639,0.592,2,Rtn1
0.795,0.763828494305,0.59,2,2900011O08Rik
0.794,0.86996131966,0.588,2,Gabrg2
0.794,0.795237746719,0.588,2,Zcchc18
0.794,0.781316729972,0.588,2,Mdh1
0.794,0.750330696027,0.588,2,Nrsn2
0.793,0.803409270177,0.586,2,Gprasp2
0.793,0.767732842005,0.586,2,Tubb2a
0.792,0.844346000476,0.584,2,Rit2
0.788,0.761072254787,0.576,2,Uchl1
0.787,0.822806338044,0.574,2,Sncb
0.786,0.735147877894,0.572,2,Map7d2
0.786,0.732147961467,0.572,2,Tspyl4
0.785,0.76026967861,0.57,2,Got1
0.785,0.7515607948,0.57,2,Napb
0.785,0.73159911611,0.57,2,Ngfrap1
0.785,0.728524911193,0.57,2,Atpif1
0.784,0.7119484585,0.568,2,Pja2
0.784,0.705042661506,0.568,2,Tagln3
0.782,0.700200260433,0.564,2,Snap47
0.781,0.56912704187,0.562,2,Calm1
0.78,0.730008728782,0.56,2,Gnas
0.78,0.664939854091,0.56,2,Nsg1
0.778,0.72692923879,0.556,2,Thy1
0.778,0.706813426722,0.556,2,Mllt11
0.778,0.574658079012,0.556,2,Scg2
0.776,0.762935530514,0.552,2,Rab3c
0.776,0.694829174924,0.552,2,Snrpn
0.776,0.645388939628,0.552,2,Cd200
0.775,0.729650662316,0.55,2,Prkar1b
0.775,0.710079480752,0.55,2,Zcchc12
0.775,0.686943662467,0.55,2,Chga
0.775,0.653510447611,0.55,2,Scg5
0.775,0.640159619027,0.55,2,Lsamp
0.774,0.815339609726,0.548,2,A730017C20Rik
0.774,0.671898711893,0.548,2,Tmem59l
0.774,0.667357403682,0.548,2,Syt1
0.772,0.627074980259,0.544,2,Tmx4
0.772,0.583083093947,0.544,2,Chgb
0.77,0.729256687052,0.54,2,Ckmt1
0.769,0.794381678135,0.538,2,Ina
0.769,0.669586881748,0.538,2,Atp6v1b2
0.768,0.638565932747,0.536,2,Nme1
0.767,0.652128499626,0.534,2,G3bp2
0.767,0.650825914791,0.534,2,Wbp5
0.766,0.705290495691,0.532,2,Tubb3
0.766,0.641299774141,0.532,2,Tubb5
0.766,0.539139940431,0.532,2,Nrxn1
0.765,0.717696747554,0.53,2,Rab3a
0.765,0.665848908282,0.53,2,Tuba1b
0.764,0.625455075107,0.528,2,Ddx24
0.763,1.43569857122,0.526,2,Calb2
0.763,0.717970991614,0.526,2,Basp1
0.763,0.703207871794,0.526,2,Cend1
0.763,0.695756636897,0.526,2,Stxbp1
0.763,0.685326567209,0.526,2,Atp1a3
0.762,0.748306707899,0.524,2,Nap1l2
0.762,0.627096915906,0.524,2,Atp6v1a
0.762,0.603657202056,0.524,2,Atp6v1d
0.761,0.635704003528,0.522,2,Atp5g3
0.76,0.641540345934,0.52,2,Atp6v1c1
0.76,0.623831075853,0.52,2,Kif5c
0.76,0.620039108847,0.52,2,Tpi1
0.76,0.595117523575,0.52,2,Maged1
0.759,0.694532005163,0.518,2,Tceal5
0.759,0.655998609435,0.518,2,Syn2
0.759,0.621662357548,0.518,2,Pgrmc1
0.758,0.749808751235,0.516,2,Ndn
0.758,0.661132492967,0.516,2,Caly
0.758,0.629691862784,0.516,2,Ywhag
0.757,0.659986928683,0.514,2,Snx10
0.757,0.646193380765,0.514,2,Hprt
0.756,0.647478144365,0.512,2,Syt4
0.755,0.588729672106,0.51,2,Kifap3
0.754,0.679285655726,0.508,2,Myt1l
0.754,0.60561076449,0.508,2,Napg
0.754,0.574413652326,0.508,2,Dnm1l
0.754,0.525316798334,0.508,2,Gpm6a
0.752,0.677895656107,0.504,2,Gng2
0.752,0.643561725862,0.504,2,Flywch1
0.752,0.611283021274,0.504,2,Prdx5
0.752,0.592442538613,0.504,2,Pja1
0.752,0.566511272005,0.504,2,Atxn10
0.751,0.696582886108,0.502,2,Pnck
0.751,0.572639581746,0.502,2,Gaa
0.75,0.819776561248,0.5,2,Chl1
0.75,0.607242805628,0.5,2,Aldoa
0.75,0.59268793214,0.5,2,Pkm
0.75,0.570078880426,0.5,2,Dtd1
0.749,0.629150241385,0.498,2,Gnl3l
0.749,0.619172037535,0.498,2,Vdac1
0.749,0.579953449507,0.498,2,Gabarapl1
0.748,0.672612675373,0.496,2,Camk2b
0.748,0.564336799103,0.496,2,Pld3
0.747,0.57847542386,0.494,2,Cox7b
0.747,0.574888922365,0.494,2,Ywhab
0.747,0.574717479313,0.494,2,Nrsn1
0.747,0.572433386558,0.494,2,Pfn2
0.747,0.565304829747,0.494,2,Araf
0.746,0.611915157628,0.492,2,St8sia3
0.746,0.576119876482,0.492,2,Atp6v1e1
0.745,0.466518587013,0.49,2,Gria2
0.744,0.639290720786,0.488,2,Elavl4
0.744,0.616764222659,0.488,2,Tceal3
0.744,0.598847666786,0.488,2,Ywhah
0.744,0.553942522569,0.488,2,2700089E24Rik
0.744,0.502844276186,0.488,2,Myl12b
0.743,0.580932748673,0.486,2,Kif5a
0.742,0.63697778404,0.484,2,Rgs17
0.742,0.633839440202,0.484,2,Syngr3
0.742,0.592450527092,0.484,2,Arhgef9
0.742,0.562412278225,0.484,2,Dynll2
0.742,0.557407920647,0.484,2,Tcf25
0.742,0.555585078417,0.484,2,Timp2
0.742,0.537332847467,0.484,2,Mycbp2
0.741,0.644652244825,0.482,2,Gdap1
0.741,0.602439607735,0.482,2,Tuba4a
0.741,0.582331536648,0.482,2,Rangap1
0.74,0.598217819276,0.48,2,Usp14
0.74,0.536989064369,0.48,2,Ndufv2
0.74,0.516650180202,0.48,2,Skp1a
0.74,0.516166333526,0.48,2,Zranb2
0.739,0.781221967278,0.478,2,Snca
0.739,0.557839102589,0.478,2,2210016L21Rik
0.739,0.507239461118,0.478,2,Idh3b
0.738,0.533127222754,0.476,2,Mdh2
0.738,0.518454085259,0.476,2,Pcmt1
0.737,0.541054068486,0.474,2,Camta1
0.736,0.592817770188,0.472,2,Frrs1l
0.736,0.51860021941,0.472,2,Rrp1
0.736,0.495640727815,0.472,2,Ndufa5
0.735,0.69418044641,0.47,2,Epha5
0.735,0.640842238591,0.47,2,Mapk10
0.735,0.474926813849,0.47,2,Cbx5
0.735,0.474630084873,0.47,2,Nptn
0.733,0.591722368934,0.466,2,Nap1l3
